"BRIN.NUMMER";"PROVINCIE.x";"BEVOEGD.GEZAG.NUMMER";"INSTELLINGSNAAM";"STRAATNAAM";"HUISNUMMER.TOEVOEGING";"POSTCODE";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM.x";"DENOMINATIE";"TELEFOONNUMMER";"INTERNETADRES";"STRAATNAAM.CORRESPONDENTIEADRES";"HUISNUMMER.TOEVOEGING.CORRESPONDENTIEADRES";"POSTCODE.CORRESPONDENTIEADRES";"PLAATSNAAM.CORRESPONDENTIEADRES";"NODAAL.GEBIED.CODE";"NODAAL.GEBIED.NAAM";"RPA.GEBIED.CODE";"RPA.GEBIED.NAAM";"WGR.GEBIED.CODE";"WGR.GEBIED.NAAM";"COROPGEBIED.CODE";"COROPGEBIED.NAAM";"ONDERWIJSGEBIED.CODE";"ONDERWIJSGEBIED.NAAM";"RMC.REGIO.CODE";"RMC.REGIO.NAAM";"VESTIGINGSNUMMER";"NAAM_INSTELLING";"GEMEENTENAAM.y";"PROVINCIE.y";"SWV";"BEVOEGD_GEZAG_NUMMER";"TOTAAL";"TOTAAL_JONGER_8";"TOTAAL_8_EO";"TOTAAL_GEW00";"TOTAAL_GEW03";"TOTAAL_GEW12";"TOTAAL_NOAT";"TOTAAL_BEKOSTIGD";"BEK_JONGER_8";"BEK_8_EO";"BEK_GEW00";"BEK_GEW03";"BEK_GEW12";"BEK_NOAT";"TOTAAL_NIET_BEKOSTIGD";"NIETBEK_JONGER_8";"NIETBEK_8_EO";"NIETBEK_GEW00";"NIETBEK_GEW03";"NIETBEK_GEW12";"NIETBEK_NOAT";"lat";"lon";"NOATPCT";"DESC"
"142";"20XY";"Noord-Holland";42553;"De Weidevogel";"Dorpsweg Ransdorp";"31";"1028 BK";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";204904415;"                                                                                ";"Dorpsweg Ransdorp";"31";"1028 BK";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Weidevogel";"AMSTERDAM";"Noord-Holland";"PO2707";42553;201;93;108;199;2;0;2;201;93;108;199;2;0;2;0;0;0;0;0;0;0;52.3919855;4.9942148;0.995024875621891;"br />  <br /> 201 <br /> 0.995024875621891"
"143";"20XZ";"Noord-Holland";41716;"De Tamboerijn";"Reigersbos";"301";"1107 EZ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";204528156;"                                                                                ";"Reigersbos";"301";"1107 EZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Tamboerijn";"AMSTERDAM";"Noord-Holland";"PO2707";41716;471;242;229;392;45;34;110;468;240;228;390;45;33;109;3;2;1;2;0;1;1;52.294366;4.977136;23.3545647558386;"br />  <br /> 471 <br /> 23.3545647558386"
"144";"20YA";"Noord-Holland";41781;"Theo Thijssen";"Anjeliersstraat";"157";"1015 NG";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206266674;"www.theothijssenschoolamsterdam.nl";"Anjeliersstraat";"157";"1015 NG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Theo Thijssen";"AMSTERDAM";"Noord-Holland";"PO2707";41781;559;289;270;519;29;11;17;558;288;270;518;29;11;17;1;1;0;1;0;0;0;52.3771566;4.8807803;3.04114490161002;"br />  <br /> 559 <br /> 3.04114490161002"
"145";"20YF";"Noord-Holland";41663;"Tijl Uilenspiegel";"Tijl Uilenspiegelstraat";"11";"1055 CK";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206843954;"www.tijluil.nl";"Tijl Uilenspiegelstraat";"11";"1055 CK";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Tijl Uilenspiegel";"AMSTERDAM";"Noord-Holland";"PO2707";41663;377;168;209;209;19;149;320;377;168;209;209;19;149;320;0;0;0;0;0;0;0;52.3780069;4.8494008;84.8806366047745;"br />  <br /> 377 <br /> 84.8806366047745"
"146";"20YG";"Noord-Holland";41774;"Brede Daltonschool De Meer";"Van 't Hofflaan";"50";"1097 EP";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206945700;"                                                                                ";"Van 't Hofflaan";"50";"1097 EP";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Brede Daltonschool De Meer";"AMSTERDAM";"Noord-Holland";"PO2707";41774;498;284;214;488;4;6;46;498;284;214;488;4;6;46;0;0;0;0;0;0;0;52.3472692;4.9339121;9.23694779116466;"br />  <br /> 498 <br /> 9.23694779116466"
"147";"20ZB";"Noord-Holland";42553;"Buikslotermeer";"Breedveld";"7";"1025 PZ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206371265;"www.ikcbuikslotermeer.nl";"Breedveld";"7";"1025 PZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Buikslotermeer";"AMSTERDAM";"Noord-Holland";"PO2707";42553;297;141;156;249;25;23;196;295;140;155;249;24;22;195;2;1;1;0;1;1;1;52.3963334;4.9356278;65.993265993266;"br />  <br /> 297 <br /> 65.993265993266"
"148";"20ZD";"Noord-Holland";42553;"De Poolster";"Plejadenplein";"40";"1033 VL";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206315870;"www.poolster.edu.amsterdam.nl";"Plejadenplein";"40";"1033 VL";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Poolster";"AMSTERDAM";"Noord-Holland";"PO2707";42553;197;99;98;172;15;10;57;197;99;98;172;15;10;57;0;0;0;0;0;0;0;52.4140374;4.8868538;28.9340101522843;"br />  <br /> 197 <br /> 28.9340101522843"
"149";"20ZE";"Noord-Holland";42553;"De Vier Windstreken";"Parlevinker";"11";"1034 PX";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206313592;"www.obsvierwindstreken.nl";"Parlevinker";"11";"1034 PX";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Vier Windstreken";"AMSTERDAM";"Noord-Holland";"PO2707";42553;326;157;169;166;77;83;247;325;156;169;165;77;83;247;1;1;0;1;0;0;0;52.4109932;4.9219424;75.7668711656442;"br />  <br /> 326 <br /> 75.7668711656442"
"150";"20ZG";"Noord-Holland";41774;"Openbare Basisschool Jan Pietersz Coen";"Bankastraat";"18";"1094 ED";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206650252;"                                                                                ";"Bankastraat";"18";"1094 ED";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Obs Jan Pietersz Coen";"AMSTERDAM";"Noord-Holland";"PO2707";41774;359;172;187;285;6;68;271;358;172;186;284;6;68;270;1;0;1;1;0;0;1;52.3647026;4.9324408;75.4874651810585;"br />  <br /> 359 <br /> 75.4874651810585"
"151";"20ZH";"Noord-Holland";41774;"De Kraal";"Paradijsplein";"2";"1093 NJ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206941138;"www.kunstmagneetschooldekraal.nl";"Paradijsplein";"2";"1093 NJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Kraal";"AMSTERDAM";"Noord-Holland";"PO2707";41774;393;246;147;285;28;80;204;393;246;147;285;28;80;204;0;0;0;0;0;0;0;52.3572171;4.9322487;51.9083969465649;"br />  <br /> 393 <br /> 51.9083969465649"
"152";"20ZR";"Noord-Holland";42553;"Basisschool Boven 't IJ Montessori-School";"Kampina";"5";"1025 DD";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206371194;"www.montessori-boventij.nl";"Kampina";"5";"1025 DD";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Basisschool Boven 't IJ";"AMSTERDAM";"Noord-Holland";"PO2707";42553;558;313;245;528;9;21;174;558;313;245;528;9;21;174;0;0;0;0;0;0;0;52.4035936;4.9401733;31.1827956989247;"br />  <br /> 558 <br /> 31.1827956989247"
"153";"20ZT";"Noord-Holland";42553;"Het Vogelnest";"Mussenstraat";"26";"1021 CS";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206361792;"www.obshetvogelnest.nl";"Mussenstraat";"26";"1021 CS";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Het Vogelnest";"AMSTERDAM";"Noord-Holland";"PO2707";42553;123;47;76;72;19;32;90;123;47;76;72;19;32;90;0;0;0;0;0;0;0;52.3867685;4.9170767;73.1707317073171;"br />  <br /> 123 <br /> 73.1707317073171"
"154";"20ZU";"Noord-Holland";42553;"IKC Zeven Zeeën";"Banneplein";"111";"1034 DN";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206316842;"www.ikczevenzeeen.nl";"Banneplein";"111";"1034 DN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"IKC Zeven Zeeën";"AMSTERDAM";"Noord-Holland";"PO2707";42553;217;113;104;141;17;59;165;217;113;104;141;17;59;165;0;0;0;0;0;0;0;52.407107;4.9173248;76.036866359447;"br />  <br /> 217 <br /> 76.036866359447"
"155";"20ZV";"Noord-Holland";42553;"Twiske";"Pandorinastraat";"7-A";"1035 VR";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206312540;"                                                                                ";"Pandorinastraat";"7-A";"1035 VR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Twiske";"AMSTERDAM";"Noord-Holland";"PO2707";42553;499;262;237;474;18;7;58;499;262;237;474;18;7;58;0;0;0;0;0;0;0;52.4189758;4.9021608;11.623246492986;"br />  <br /> 499 <br /> 11.623246492986"
"156";"20ZW";"Noord-Holland";42553;"De Klimop";"Varenweg";"6";"1031 CB";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206368100;"www.deklimopamsterdam.nl";"Varenweg";"6";"1031 CB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Klimop";"AMSTERDAM";"Noord-Holland";"PO2707";42553;174;77;97;122;7;45;105;174;77;97;122;7;45;105;0;0;0;0;0;0;0;52.3924282;4.9182735;60.3448275862069;"br />  <br /> 174 <br /> 60.3448275862069"
"157";"20ZX";"Noord-Holland";42553;"De Piramide";"Houdringe";"2";"1025 BA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206365954;"www.piramideschool.nl";"Houdringe";"2";"1025 BA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Piramide";"AMSTERDAM";"Noord-Holland";"PO2707";42553;137;70;67;106;6;25;89;134;68;66;103;6;25;87;3;2;1;3;0;0;2;52.4006137;4.9457522;64.963503649635;"br />  <br /> 137 <br /> 64.963503649635"
"158";"20ZZ";"Noord-Holland";41579;"Openbare Basisschool De Punt";"Kwelderweg";"5";"1069 VP";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206199743;"www.basisschooldepunt.nl";"Kwelderweg";"5";"1069 VP";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"OBS De Punt";"AMSTERDAM";"Noord-Holland";"PO2707";41579;422;197;225;352;13;57;272;422;197;225;352;13;57;272;0;0;0;0;0;0;0;52.3558345;4.7842161;64.4549763033175;"br />  <br /> 422 <br /> 64.4549763033175"
"159";"21AD";"Noord-Holland";41579;"Osdorpse Montessori School";"Hoekenes";"59";"1068 MR";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206190914;"www.osdorpsemontessorischool.nl";"Hoekenes";"59";"1068 MR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Osdorpse Montessori";"AMSTERDAM";"Noord-Holland";"PO2707";41579;294;155;139;254;17;23;200;294;155;139;254;17;23;200;0;0;0;0;0;0;0;52.3538985;4.8032068;68.0272108843537;"br />  <br /> 294 <br /> 68.0272108843537"
"160";"21AG";"Noord-Holland";41579;"Openbare Basisschool De Globe";"Evertsweertplantsoen";"3";"1069 RK";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";204101627;"www.obs-deglobe.nl";"Evertsweertplantsoen";"3";"1069 RK";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"OBS De Globe";"AMSTERDAM";"Noord-Holland";"PO2707";41579;309;152;157;207;18;84;216;309;152;157;207;18;84;216;0;0;0;0;0;0;0;52.355969;4.7930363;69.9029126213592;"br />  <br /> 309 <br /> 69.9029126213592"
"161";"21AH";"Noord-Holland";42553;"IJdoorn-School";"Werengouw";"83";"1024 NN";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206363914;"www.ijdoornschool.nl";"Werengouw";"83";"1024 NN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"IJdoorn-School";"AMSTERDAM";"Noord-Holland";"PO2707";42553;306;139;167;212;28;66;23;304;138;166;210;28;66;23;2;1;1;2;0;0;0;52.3916218;4.9535595;7.51633986928105;"br />  <br /> 306 <br /> 7.51633986928105"
"162";"21AI";"Noord-Holland";42553;"De Krijtmolen";"Molenwijk";"8";"1035 EE";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206311560;"www.krijtmolen.edu.amsterdam.nl";"Molenwijk";"8";"1035 EE";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Krijtmolen";"AMSTERDAM";"Noord-Holland";"PO2707";42553;222;106;116;171;17;34;128;222;106;116;171;17;34;128;0;0;0;0;0;0;0;52.4198861;4.8919343;57.6576576576577;"br />  <br /> 222 <br /> 57.6576576576577"
"163";"22LE";"Noord-Holland";41774;"Openbare Basisschool 8e Montessori Zeeburg";"Borneokade";"103";"1019 KZ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206922542;"www.8emontessorischool.nl";"Borneokade";"103";"1019 KZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Obs 8e Montessori Z'burg";"AMSTERDAM";"Noord-Holland";"PO2707";41774;447;249;198;431;6;10;63;447;249;198;431;6;10;63;0;0;0;0;0;0;0;52.370489;4.939092;14.0939597315436;"br />  <br /> 447 <br /> 14.0939597315436"
"164";"22LW";"Noord-Holland";30703;"Evangelische Basisschool De Morgenster";"Holendrechtplein";"42";"1106 LP";"AMSTERDAM";363;"AMSTERDAM";"Evangelisch";206961238;"ebsdemorgenster.nl";"Holendrechtplein";"42";"1106 LP";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Morgenster";"AMSTERDAM";"Noord-Holland";"PO2707";30703;228;102;126;193;13;22;115;224;101;123;189;13;22;113;4;1;3;4;0;0;2;52.299303;4.9651424;50.4385964912281;"br />  <br /> 228 <br /> 50.4385964912281"
"165";"23FB";"Noord-Holland";41857;"Basisschool De Zevensprong";"Sint-Hubertpad";"6";"1066 HN";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";204081571;"www.zevensprong-amsterdam.nl";"Sint-Hubertpad";"6";"1066 HN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Zevensprong";"AMSTERDAM";"Noord-Holland";"PO2707";41857;400;202;198;375;24;1;27;397;199;198;372;24;1;27;3;3;0;3;0;0;0;52.3442991;4.8178761;6.75;"br />  <br /> 400 <br /> 6.75"
"166";"23FD";"Noord-Holland";30709;"Shri Laksmi School";"Janusz Korczakstraat";"73";"1102 JR";"AMSTERDAM";363;"AMSTERDAM";"Hindoeïstisch";206950368;"www.shrilaksmi.nl";"postbus";"52104";"2544 EX";"'S-GRAVENHAGE";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";1;"Shri Laksmi School";"ALMERE";"Flevoland";"PO2401";30709;131;57;74;125;4;2;0;131;57;74;125;4;2;0;0;0;0;0;0;0;0;52.3195727;4.9557831;0;"br />  <br /> 131 <br /> 0"
"167";"23FD";"Noord-Holland";30709;"Shri Laksmi School";"Janusz Korczakstraat";"73";"1102 JR";"AMSTERDAM";363;"AMSTERDAM";"Hindoeïstisch";206950368;"www.shrilaksmi.nl";"postbus";"52104";"2544 EX";"'S-GRAVENHAGE";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Shri Laksmi School";"AMSTERDAM";"Noord-Holland";"PO2707";30709;311;157;154;254;14;43;77;309;156;153;252;14;43;77;2;1;1;2;0;0;0;52.3195727;4.9557831;24.7588424437299;"br />  <br /> 311 <br /> 24.7588424437299"
"168";"23FF";"Noord-Holland";41857;"Het Gein";"Cornelis Aarnoutsstraat";"80";"1106 ZG";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";206974522;"www.hetgein.nl";"Cornelis Aarnoutsstraat";"80";"1106 ZG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Het Gein";"AMSTERDAM";"Noord-Holland";"PO2707";41857;388;200;188;358;19;11;19;388;200;188;358;19;11;19;0;0;0;0;0;0;0;52.2987716;4.9934851;4.89690721649485;"br />  <br /> 388 <br /> 4.89690721649485"
"169";"23HR";"Noord-Holland";30883;"As Siddieq";"Jan van Riebeekstraat";"11-13";"1057 ZW";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";206180838;"www.as-siddieq.nl";"Postbus";"80";"3360 AB";"SLIEDRECHT";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"As Siddieq";"AMSTERDAM";"Noord-Holland";"PO2707";30883;427;253;174;281;13;133;398;427;253;174;281;13;133;398;0;0;0;0;0;0;0;52.3706137;4.8582126;93.2084309133489;"br />  <br /> 427 <br /> 93.2084309133489"
"170";"23PJ";"Noord-Holland";41023;"RK Basisschool De Achthoek";"Baron G.A. Tindalplein";"12";"1019 TJ";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";204185562;"www.achthoek.nl";"Baron G.A. Tindalplein";"12";"1019 TJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Achthoek";"AMSTERDAM";"Noord-Holland";"PO2707";41023;788;389;399;782;1;5;139;788;389;399;782;1;5;139;0;0;0;0;0;0;0;52.3733747;4.9427804;17.6395939086294;"br />  <br /> 788 <br /> 17.6395939086294"
"171";"24AM";"Noord-Holland";41023;"Rooms Katholieke Basisschool de Mijlpaal";"Westmallepad";"11-A";"1066 PP";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206692488;"www.mijlpaal.eu";"Anderlechtlaan";"1";"1066 HK";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"RK Basissch de Mijlpaal";"AMSTERDAM";"Noord-Holland";"PO2707";41023;521;252;269;485;21;15;208;518;249;269;482;21;15;208;3;3;0;3;0;0;0;52.3472904;4.8064344;39.9232245681382;"br />  <br /> 521 <br /> 39.9232245681382"
"172";"24BM";"Noord-Holland";41579;"Openbare Basisschool de Vlaamse Reus";"Hechtelstraat";"49";"1066 KK";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206177499;"www.devlaamsereus.nl";"Hechtelstraat";"49";"1066 KK";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"OBS de Vlaamse Reus";"AMSTERDAM";"Noord-Holland";"PO2707";41579;294;162;132;261;14;19;127;294;162;132;261;14;19;127;0;0;0;0;0;0;0;52.3475159;4.8177028;43.1972789115646;"br />  <br /> 294 <br /> 43.1972789115646"
"173";"24DP";"Noord-Holland";41781;"Basisschool Oostelijke Eilanden";"Kraijenhoffstraat";"10";"1018 RK";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206391045;"                                                                                ";"Kraijenhoffstraat";"10";"1018 RK";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Bs Oostelijke Eilanden";"AMSTERDAM";"Noord-Holland";"PO2707";41781;498;278;220;482;1;15;130;498;278;220;482;1;15;130;0;0;0;0;0;0;0;52.3683532;4.9285516;26.1044176706827;"br />  <br /> 498 <br /> 26.1044176706827"
"174";"24MW";"Noord-Holland";40400;"Islamitische Basisschool El Kadisia";"Piet Mondriaanplein";"2";"1061 SC";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";206138648;"www.stichtingelamal.nl";"Piet Mondriaanplein";"2";"1061 SC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Isl Bas El Kadisia";"AMSTERDAM";"Noord-Holland";"PO2707";40400;433;247;186;325;15;93;401;431;246;185;323;15;93;399;2;1;1;2;0;0;2;52.3658714;4.8412798;92.6096997690531;"br />  <br /> 433 <br /> 92.6096997690531"
"175";"24MW";"Noord-Holland";40400;"Islamitische Basisschool El Kadisia";"Piet Mondriaanplein";"2";"1061 SC";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";206138648;"www.stichtingelamal.nl";"Piet Mondriaanplein";"2";"1061 SC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";2;"Isl Bas El Kadisia";"HAARLEM";"Noord-Holland";"PO2704";40400;313;206;107;233;11;69;250;313;206;107;233;11;69;250;0;0;0;0;0;0;0;52.3658714;4.8412798;79.8722044728434;"br />  <br /> 313 <br /> 79.8722044728434"
"176";"24MW";"Noord-Holland";40400;"Islamitische Basisschool El Kadisia";"Piet Mondriaanplein";"2";"1061 SC";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";206138648;"www.stichtingelamal.nl";"Piet Mondriaanplein";"2";"1061 SC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";4;"Isl Bas El Kadisia";"HARDERWIJK";"Gelderland";"PO2509";40400;46;14;32;33;6;7;30;46;14;32;33;6;7;30;0;0;0;0;0;0;0;52.3658714;4.8412798;65.2173913043478;"br />  <br /> 46 <br /> 65.2173913043478"
"177";"24NT";"Noord-Holland";40586;"Stichting Montessori Basisschool de Eilanden";"Grote Bickersstraat";"102";"1013 KS";"AMSTERDAM";363;"AMSTERDAM";"Algemeen bijzonder";206209608;"                                                                                ";"Grote Bickersstraat";"102";"1013 KS";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Stg Mont Bo de Eilanden";"AMSTERDAM";"Noord-Holland";"PO2707";40586;252;129;123;247;1;4;46;252;129;123;247;1;4;46;0;0;0;0;0;0;0;52.3868219;4.8901003;18.2539682539683;"br />  <br /> 252 <br /> 18.2539682539683"
"178";"24TB";"Noord-Holland";40294;"El-Amien Islamitische Basisschool";"Saaftingestraat";"312";"1069 BW";"AMSTERDAM";363;"AMSTERDAM";"Islamitisch";206199970;"www.elamien.nl";"Saaftingestraat";"312";"1069 BW";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"El-Amien";"AMSTERDAM";"Noord-Holland";"PO2707";40294;378;206;172;338;4;36;305;378;206;172;338;4;36;305;0;0;0;0;0;0;0;52.3627626;4.789231;80.6878306878307;"br />  <br /> 378 <br /> 80.6878306878307"
